Year;1935;1936;1937;1938;1939;1940;1941;1942;1943;1944;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
CPI;15.323;15.985;16.569;15.669;15.062;15.946;17.600;19.700;21.177;21.000;21.062;25.954;29.285;32.200;29.354;29.038;32.385;33.769;33.177;32.115;32.054;32.900;33.838;34.362;34.608;35.354;35.892;35.685;35.577;35.869;36.008;38.315;39.992;41.323;42.654;44.723;46.115;46.854;51.162;60.731;62.623;67.700;69.523;74.200;82.792;90.946;97.423;98.785;99.969;101.262;103.162;103.354;105.915;108.354;115.608;126.523;125.100;128.508;129.369;131.738;132.831;142.092;145.500;150.769;159.592;160.669;167.069;168.092;167.862;180.200;182.385;181.362;194.770;210.396;197.013;199.245;212.745;217.270;217.554;225.310;222.418;217.306;217.455;216.462;218.693;228.322;231.422;256.753
